,Haltestelle,latitude,longitude,index
7423,"Schenefeld, Stadtzentrum",9.838131,53.600523,0.0
7424,"Schenefeld, Uetersener Weg",9.817568,53.603469,0.0
7425,"Schenefeld, Wachtelweg",9.836466,53.596527,0.0
7426,Schenefelder Holt,9.829236,53.58292,0.0
7427,Schiefe Brücke,10.201815,53.465539,0.0
7428,"Schieren, Ehrenmal",10.390967,53.944735,0.0
7429,"Schieren, Kuhlstücken (Ost)",10.385807,53.943905,0.0
7430,"Schieren, Kuhlstücken (West)",10.380819,53.943217,0.0
7431,"Schieren, Westerrader Straße",10.411993,53.943142,0.0
7432,Schierenberg,,,0.0
7433,"Schierhorn, Denkmal",9.907412,53.269063,0.0
7434,"Schierhorn, Hainbuschenberg",9.91526,53.272274,0.0
7435,"Schierhorn, Hofkoppeln",9.910945,53.271669,0.0
7436,"Schierhorn, Höpen",9.92763,53.271729,0.0
7437,"Schierhorn, Schierhorner Allee",9.916317,53.271924,0.0
7438,Schiffbeker Höhe,10.107249,53.547593,0.0
7439,Schiffbeker Weg,10.124706,53.570936,0.0
7440,Schillerufer,10.211633,53.490887,0.125
7441,Schillingsbekweg,9.948094,53.594796,0.0
7442,Schimmelmannstraße (Mitte),10.105036,53.57209,0.125
7443,Schimmelreiterweg,10.178316,53.590673,0.0
7444,"Schiphorst, Eichedeer Weg",10.461795,53.71116,0.0
7445,"Schiphorst, Neue Siedlung",10.465433,53.714737,0.0
7446,"Schiphorst, Schloßweg",10.45553,53.702575,0.0
7447,"Schiphorst, Teich",10.461334,53.707473,0.0
7448,Schippelsweg,9.9525,53.635545,0.0
7449,Schlachthofstraße (Nord),9.99537,53.462442,0.0
7450,Schlachthofstraße (Süd),9.994093,53.459353,0.125
7451,Schlagberg (Ost),10.345924,53.993723,0.0
7452,Schlagberg (West),10.344004,53.994212,0.0
7453,"Schlamersdorf, Am Markt",10.393055,54.038804,0.0
7454,"Schlamersdorf, Hornsdorfer Weg",10.3833,54.048908,0.0
7455,"Schlamersdorf, Kirchstraße",10.38435,54.043298,0.0
7456,"Schlamersdorf (OD), Dorfstraße",10.340848,53.835191,0.0
7457,"Schlamersdorf (OD), Nütschauer Weg",10.340799,53.832217,0.0
7458,"Schlamersdorf, Reuterteich",10.385463,54.031766,0.0
7459,"Schlamersdorf, Schule",10.39125,54.042365,0.0
7460,Schlangenkoppel,10.142225,53.543247,0.125
7461,Schlankreye (DKH),9.969922,53.571852,0.0
7462,Schlebuschweg,10.224695,53.492425,0.0
7463,Schleemer Weg (Nord),10.114974,53.542462,0.0
7464,Schlenzigstraße,10.001813,53.514765,0.0
7465,Schleswiger Damm,9.919439,53.637771,0.0
7466,Schleusendamm,10.189727,53.465148,0.125
7467,"Schlotfeld, Amönenwarte",9.558581,53.956211,0.0
7468,"Schlotfeld, Dorfstraße 42a",9.583447,53.958635,0.0
7469,"Schlotfeld, Möhlenholt",9.582899,53.954361,0.0
7470,"Schlotfeld, Mühlenweg",9.595555,53.944533,0.0
7471,Schlump,9.970126,53.567591,0.375
7472,"Schmachthagen, Dorfstraße 1",10.405214,53.750404,0.0
7473,"Schmachthagen, Dorfstraße 6",10.409363,53.750256,0.0
7474,"Schmachthagen, Ehrenmal",10.419205,53.747642,0.0
7475,"Schmachthagen, Schulsteig",10.416366,53.749769,0.0
7476,Schmalenbeck,10.260499,53.653309,0.0
7477,"Schmalenbeck, Barkholt",10.272284,53.648386,0.0
7478,"Schmalenbeck, Martin-Meyer-Weg",10.278935,53.646284,0.0
7479,"Schmalenbeck, Parkklinik Manhagen",10.257041,53.66163,0.0
7480,"Schmalenbeck, Schulzentrum",10.278392,53.647314,0.0
7481,"Schmalenfelde, Abzweigung Brackel",10.000778,53.287042,0.0
7482,"Schmalenfelde, Mühle",10.002816,53.290825,0.0
7483,"Schmalensee, Belauer Straße (Ost)",10.270317,54.085088,0.0
7484,"Schmalensee, Belauer Straße (West)",10.260722,54.087696,0.0
7485,"Schmalensee, Damsdorfer Straße",10.270443,54.080711,0.0
7486,"Schmalensee, Stockseer Straße",10.27506,54.086287,0.0
7487,"Schmalfeld, Holstenstraße",9.986121,53.874106,0.0
7488,"Schmalfeld, Kamper Straße",9.97476,53.862842,0.0
7489,"Schmalfeld, Schmalfelder Au",9.981956,53.881939,0.0
7490,"Schmalfeld, Schule",9.981794,53.876944,0.0
7491,"Schmilau, Alter Bahnhof",10.753353,53.660536,0.0
7492,"Schmilau, Alt-Horster-Weg",10.758397,53.661756,0.0
7493,"Schmilau, Kirche",10.757533,53.664618,0.0
7494,"Schmilau, Wald",10.744276,53.655044,0.0
7495,"Schmilau, Waldsiedlung",10.748504,53.658154,0.0
7496,Schmuckshöhe,10.037066,53.611219,0.0
7497,Schnackenburgallee,9.904305,53.592039,0.0
7498,Schnackenburgallee (Mitte),9.911155,53.583788,0.125
7499,"Schnakenbek, Am Keil",10.501862,53.387189,0.0
7500,"Schnakenbek, Feuerwehr",10.501124,53.385446,0.0
7501,"Schnakenbek, Lärchenhain",10.494439,53.387696,0.0
7502,"Schnakenbek, Schäferhof",10.504261,53.385326,0.0
7503,"Schnakenbek, Twiete",10.503786,53.385485,0.0
7504,"Schnee, Kleiner Schneeweg",9.486836,53.625579,0.0
7505,Schnega,10.890381,52.86906,0.0
7506,Schnelsen,9.906678,53.633511,0.0
7507,Schnelsen Süd,9.906678,53.633511,0.0
7508,Schnelsener Weg,9.885716,53.621547,0.0
7509,Schneverdingen,9.798791,53.11122,0.0
7510,"Schölisch, Götzdorfer Straße",9.462213,53.617141,0.0
7511,"Schölisch, Lilienstraße",9.472089,53.613814,0.0
7512,"Schölisch, Schölischer Straße 63",9.470622,53.615078,0.0
7513,"Schölisch, Zum Wiesenland",9.472995,53.612409,0.0
7514,Schön Klinik Eilbek,10.049737,53.578707,0.0
7515,"Schönberg, Am Rummelsberg",10.430246,53.674584,0.0
7516,"Schönberg, Feuerwehr",10.432436,53.678466,0.0
7517,"Schönberg, Jägerstraße",10.432748,53.675623,0.0
7518,"Schönberg, Lürberg",10.420166,53.66871,0.0
7519,"Schönberg, Ostpreußenstraße",10.432392,53.672267,0.0
7520,"Schönberg, Pöhlen",10.428013,53.682823,0.0
7521,"Schönmoor, Hörnstraße",10.163226,53.981426,0.0
7522,"Schönmoor, Karkweg",10.138495,53.978995,0.0
7523,"Schönmoor, Kirschenweg",10.140925,53.98368,0.0
7524,"Schönningstedt, Alter Kamp",10.257708,53.52851,0.0
7525,"Schönningstedt, Feuerwehr",10.259869,53.531201,0.0
7526,"Schönningstedt, Kornblumenring",10.250877,53.534674,0.0
7527,"Schönningstedt, Schule",10.251435,53.530598,0.0
7528,Schönsberg,10.11325,53.658831,0.0
7529,Schöpfwerk Neuland,9.999317,53.469562,0.0
7530,Schubackstraße,9.988516,53.596912,0.125
7531,"Schulau, Fähranleger",9.701795,53.56918,0.0
7532,Schulauer Moorweg,9.740035,53.585033,0.25
7533,Schulbergredder,10.085463,53.656619,0.125
7534,Schule Altengamme,10.268942,53.427589,0.0
7535,Schule Arp-Schnitger-Stieg,9.811304,53.516229,0.0
7536,Schule Billbrookdeich,10.111028,53.532894,0.0
7537,Schule Böhmerstraße,,,0.0
7538,Schule Curslack,10.221378,53.4478,0.0
7539,Schule Curslack (Kehre),10.221159,53.448045,0.0
7540,Schule Fünfhausen,10.133346,53.448632,0.0
7541,Schule Kirchwerder,10.202271,53.420426,0.0
7542,Schule Krohnstieg,9.999246,53.648291,0.0
7543,Schule Marschweg,9.761084,53.584982,0.0
7544,Schule Mittlerer Landweg,10.134274,53.499213,0.0
7545,Schule Mümmelmannsberg,10.141532,53.529847,0.0
7546,Schule Neuland,10.03658,53.467941,0.0
7547,Schule Norderschulweg,9.876498,53.531879,0.0
7548,Schule Ochsenwerder,10.074605,53.471568,0.0
7549,Schule Zollenspieker,10.183586,53.400835,0.0
7550,Schulen Stübenhofer Weg,10.015892,53.482577,0.0
7551,Schulenburg,10.427961,53.758617,0.0
7552,Schulenburgfeld,10.416183,53.760096,0.0
7553,Schulenburgring,10.18689,53.508065,0.0
7554,Schulendorf,10.561588,53.473534,0.0
7555,Schulredder,10.162383,53.5142,0.0
7556,Schulterblatt,9.960714,53.563884,0.0
7557,Schulweg,9.959464,53.574677,0.0
7558,Schumannstraße,10.023868,53.576596,0.0
7559,"Schürensöhlen, Am Putteich",10.471046,53.762696,0.0
7560,"Schürensöhlen, Dorfstraße",10.475779,53.765325,0.0
7561,Schüttenkarten bei Havighorst,10.431732,53.848885,0.0
7562,Schützenhof,10.023959,53.478518,0.0
7563,Schützenstraße (Mitte),9.928935,53.563515,0.0
7564,Schützenstraße (Nord),9.929357,53.567574,0.0
7565,Schwarzenbek,10.484745,53.503764,0.0
7566,"Schwarzenbek, Alter Forsthof",10.460977,53.49986,0.0
7567,"Schwarzenbek, Bismarckstraße",10.471868,53.506232,0.0
7568,"Schwarzenbek, Brüggemannstraße",10.466636,53.510107,0.0
7569,"Schwarzenbek, Cesenaticostraße",10.491098,53.508285,0.0
7570,"Schwarzenbek, EKZ Lupuspark",10.497492,53.513058,0.0
7571,"Schwarzenbek, Ernst-Schefe-Allee",10.477742,53.512585,0.0
7572,"Schwarzenbek, Friedhof",10.485076,53.508927,0.0
7573,"Schwarzenbek, Gemeinschaftsschule",10.475642,53.499896,0.0
7574,"Schwarzenbek, Grabauer Straße",10.48932,53.501847,0.0
7575,"Schwarzenbek, Gymnasium",10.484358,53.50606,0.0
7576,"Schwarzenbek, Hans-Koch-Ring",10.498528,53.514222,0.0
7577,"Schwarzenbek, Heuweg",10.489629,53.512383,0.0
7578,"Schwarzenbek, Im Strange",10.473104,53.511438,0.0
7579,"Schwarzenbek, In der Rülau",10.50195,53.497573,0.0
7580,"Schwarzenbek, Industriestraße (Louisenhof)",10.504262,53.510088,0.0
7581,"Schwarzenbek, Kollower Straße",10.472868,53.497252,0.0
7582,"Schwarzenbek, Königsberger Allee",10.474777,53.502306,0.0
7583,"Schwarzenbek, Kornweg",10.486152,53.512535,0.0
7584,"Schwarzenbek, Lupuspark",10.493286,53.513901,0.0
7585,"Schwarzenbek, Markriede",10.466195,53.508261,0.0
7586,"Schwarzenbek, Meiereistraße",10.489323,53.500652,0.0
7587,"Schwarzenbek, Moorweg",10.492869,53.504615,0.0
7588,"Schwarzenbek, Mühlenredder",10.489596,53.511431,0.0
7589,"Schwarzenbek, Paul-Gerhardt-Ring",10.483569,53.512387,0.0
7590,"Schwarzenbek, Peerkoppel",10.469142,53.506724,0.0
7591,"Schwarzenbek, Pflasterstraße",10.472272,53.510047,0.0
7592,"Schwarzenbek, Rathaus",10.478967,53.503179,0.0
7593,"Schwarzenbek, Röntgenstraße",10.500743,53.506502,0.0
7594,"Schwarzenbek, Schäferkoppel",10.469589,53.509621,0.0
7595,"Schwarzenbek, Schmiedestraße",10.481439,53.501891,0.0
7596,"Schwarzenbek, Schwarzenbeker Werkstätten",10.506346,53.504671,0.0
7597,"Schwarzenbek, Seestern-Pauly-Straße",10.483028,53.501655,0.0
7598,"Schwarzenbek, Veilchenweg",10.481696,53.514019,0.0
7599,Schwarzer Weg,10.055697,53.606384,0.125
7600,Schweidnitzer Straße,10.13598,53.577065,0.0
7601,Schwentnerring,10.010096,53.493498,0.0
7602,Schweriner Straße,10.162233,53.605028,0.0
7603,Schwersweg,10.077587,53.477516,0.0
7604,"Schwiederstorf, Alter Postweg(ASM-Halt)",9.814365,53.420378,0.0
7605,"Schwiederstorf, Am Soodhof(ASM-Halt)",9.798891,53.422217,0.0
7606,Schwienköben,10.409927,53.761661,0.0
7607,"Schwinde, Krümser Straße",10.319027,53.426597,0.0
7608,"Schwinde, Weizenhagen",10.325056,53.422612,0.0
7609,Schwindebeck,10.116698,53.125036,0.0
7610,"Schwinge, Bergstraße",9.386484,53.553679,0.0
7611,"Schwinge, Burgstraße",9.384157,53.549958,0.0
7612,"Schwinge, Buswendeplatz",9.37973,53.549262,0.0
7613,"Schwinge, Hagenaher Furth",9.338082,53.54458,0.0
7614,"Schwinge, Kreuzweg",9.365441,53.549181,0.0
7615,"Schwinge, Osterende",9.389773,53.550398,0.0
7616,"Schwinge, Sandkuhle",9.388203,53.553638,0.0
7617,"Schwinge, Schwinger Tannen",9.385313,53.56929,0.0
7618,Schwinger Baum,9.349324,53.550469,0.0
7619,Schwinger Steindamm,9.34353,53.539237,0.0
7620,Schwissel,10.293228,53.89685,0.0
7621,Sechslingspforte,,,0.0
7622,See Hinterm Horn,10.158489,53.474827,0.0
7623,"Seedorf, Abzweigung Blomnath",10.472394,54.02774,0.0
7624,"Seedorf am Schaalsee, Am Zuckerhut",10.88102,53.611806,0.0
7625,"Seedorf am Schaalsee, Badeanstalt",10.876426,53.61895,0.0
7626,"Seedorf am Schaalsee, Bergstraße",10.86788,53.619488,0.0
7627,"Seedorf am Schaalsee, Dargower Weg",10.860841,53.621997,0.0
7628,"Seedorf, Aukamp",10.349243,54.061389,0.0
7629,"Seedorf, Bahrenkrug",10.47928,54.043308,0.0
7630,"Seedorf bei Boitze, Abzweigung",10.708888,53.166641,0.0
7631,"Seedorf bei Boitze, Ort",10.717411,53.164371,0.0
7632,"Seedorf, Blocksberg",10.431218,54.050808,0.0
7633,"Seedorf, Blomnath",10.474936,54.029713,0.0
7634,"Seedorf, Heidmoor",10.490725,54.034217,0.0
7635,"Seedorf, Hohlegruft",10.39484,54.020094,0.0
7636,"Seedorf, Hornsmühlen",10.364521,54.073166,0.0
7637,"Seedorf, Kembs",10.425776,54.067109,0.0
7638,"Seedorf, Kuhlenbrook",10.428179,54.059246,0.0
7639,"Seedorf, Lappland",10.372648,54.072229,0.0
7640,"Seedorf, Liethkaten",10.463299,54.058185,0.0
7641,"Seedorf, Schulbusch",10.411204,54.041045,0.0
7642,"Seedorf, Seebrook",10.440171,54.04434,0.0
7643,"Seedorf, Seedorfer Allee",10.409945,54.040377,0.0
7644,"Seedorf, Seekamp",10.460503,54.049863,0.0
7645,"Seedorf, Tensfelderau",10.33236,54.057866,0.0
7646,"Seedorf, Torhaus",10.409143,54.049156,0.0
7647,"Seedorf, Weitewelt",10.442632,54.06291,0.0
7648,"Seefeld, Denkmal",10.369788,53.845449,0.0
7649,"Seefeld, Kreuzung",10.375692,53.848032,0.0
7650,"Seefeld(Eckernförde), Kattenbarg",9.492554,54.099011,0.0
7651,Seefelder Fischteiche,10.157049,53.451236,0.0
7652,Seehafenbrücke (Amtsgericht),9.980562,53.464101,0.375
7653,Seehof,9.781747,53.518232,0.0
7654,Seehofring,9.779706,53.52121,0.0
7655,Seehofring (Nord),9.780516,53.525105,0.0
7656,Seehofring (Süd),9.781544,53.521144,0.0
7657,Seehofweg,9.783167,53.524099,0.0
7658,"Seester, Abzw. Seestermühe",9.584214,53.7028,0.0
7659,"Seester, Dieckhof",9.586678,53.719913,0.0
7660,"Seester, Dorfstraße (West)",9.590174,53.715395,0.0
7661,"Seester, Groß Sonnendeich",9.589677,53.708021,0.0
7662,"Seester, Grundschule",9.598549,53.718462,0.0
7663,"Seester, Grundschule (Ost)",9.597918,53.7178,0.0
7664,"Seester, Hörnstraße",9.576704,53.718363,0.0
7665,"Seester, Klein Sonnendeich",9.607572,53.708659,0.0
7666,"Seester, Seesteraudeich 148",9.570728,53.71663,0.0
7667,"Seester, Wendeplatz",9.602891,53.72234,0.0
7668,"Seestermühe, Dorfstraße 50",9.575139,53.702485,0.0
7669,"Seestermühe, Lauenrothsweg",9.562809,53.714619,0.0
7670,"Seestermühe, Mühlendeich",9.55677,53.712698,0.0
7671,"Seestermühe, Nörn",9.562853,53.704277,0.0
7672,"Seestermühe, Op de Weddern",9.560067,53.704344,0.0
7673,"Seestermühe, Schulstraße",9.567353,53.704481,0.0
7674,"Seestermühe, Zum Krückausperrwerk",9.553795,53.709872,0.0
7675,Seestücken,9.953869,53.449482,0.0
7676,"Seeth-Ekholt, Beeklohe",9.740411,53.748748,0.0
7677,"Seeth-Ekholt, Butendiek",9.741123,53.751322,0.0
7678,"Seeth-Ekholt, Dorfstraße",9.719395,53.742254,0.0
7679,"Seeth-Ekholt, Gartenstraße",9.736092,53.744497,0.0
7680,"Seeth-Ekholt, Schulstraße",9.731995,53.74162,0.0
7681,"Seeth-Ekholt, Seether Straße",9.731235,53.731921,0.0
7682,Segrahn,10.793731,53.541122,0.0
7683,"Sehmsdorf, Am Berg",10.4145,53.811054,0.0
7684,"Sehmsdorf, Düpenau",10.422234,53.807198,0.0
7685,Sellhopsweg (Albertinen-Haus),9.928796,53.629445,0.25
7686,Sellstedt,8.723058,53.515539,0.0
7687,Semperstraße,10.01757,53.586542,0.25
7688,Sengelmannstraße (City Nord),10.022442,53.60944,0.125
7689,Sengelmannstraße (Mitte),10.019714,53.6141,0.25
7690,Seniorensitz Am Hegen,10.171548,53.592779,0.0
7691,"Seppensen, Ahornweg",9.874346,53.299861,0.0
7692,"Seppensen, Friedhof",9.871402,53.303297,0.0
7693,Seppensen (Mitte),9.875919,53.301189,0.0
7694,"Seth, Holmer Weg",10.183035,53.83961,0.0
7695,"Seth, Im Weißen Moor",10.167491,53.852108,0.0
7696,"Seth, Lehmkuhlenring",10.180936,53.840089,0.0
7697,"Seth, Oeringer Straße",10.180952,53.839568,0.0
7698,"Seth, Schule",10.175842,53.850751,0.0
7699,"Seth, Steindamm",10.175181,53.846687,0.0
7700,Seumestraße,10.054744,53.573011,0.0
7701,Shanghaiallee,10.003927,53.541021,0.0
7702,"Siebenbäumen, Am Hasenkrug",10.529175,53.75354,0.0
7703,"Siebenbäumen, Kastorf Bahnhof",10.543794,53.749507,0.0
7704,"Siebenbäumen, Kirche",10.52698,53.749462,0.0
7705,Siebenbuchen,9.806932,53.573333,0.125
7706,"Siebeneichen, Abzweigung Klein Pampau",10.612998,53.509739,0.0
7707,"Siebeneichen, Kirche",10.617719,53.512183,0.0
7708,"Siebeneichen, Schulstraße",10.61849,53.512639,0.0
7709,Sieberlingstraße,9.845271,53.550344,0.0
7710,Siedenfelder Weg (Mitte),10.020605,53.495009,0.0
7711,Siedenfelder Weg (West),10.015524,53.496795,0.0
7712,Siedfeld,10.129842,53.435124,0.0
7713,Siedlung Curslack (Nord),10.203766,53.47171,0.0
7714,Siedlung Fünfhausen,10.116349,53.450796,0.0
7715,Siegrunweg,9.767141,53.589265,0.0
7716,"Siek, Alte Landstraße 41",10.289832,53.628726,0.0
7717,"Siek, Alte Landstraße 49",10.281859,53.625523,0.0
7718,"Siek, Amtsverwaltung",10.296891,53.635614,0.0
7719,"Siek, Bültbek",10.285888,53.63921,0.0
7720,"Siek, Hansdorfer Weg",10.293338,53.636596,0.0
7721,"Siek, Jacobsrade",10.287431,53.642689,0.0
7722,"Siek, Kirche",10.298031,53.633849,0.0
7723,"Siek, Papendorfer Weg",10.297199,53.630857,0.0
7724,Sieker Landstraße,10.167388,53.605696,0.0
7725,Sielkuhle,10.201349,53.417587,0.0
7726,Siemersplatz,9.963885,53.599782,0.125
7727,Sierichstraße,10.001215,53.590346,0.0
7728,"Sierksrade, Dorfstraße",10.599487,53.736969,0.0
7729,"Sierksrade, Lindenweg",10.600479,53.73993,0.0
7730,Sietas,9.787522,53.531267,0.0
7731,"Sietwende bei Steinkirchen, Sandhörn",9.580808,53.587494,0.0
7732,"Sietwende bei Steinkirchen, Sandhörn 10",9.577128,53.591124,0.0
7733,Sievekingdamm,10.052213,53.560481,0.25
7734,Sievekingplatz,9.977556,53.555957,0.0
7735,"Sieversen, Hauptstraße",9.888964,53.407015,0.0
7736,"Sieversen, Kreuzung",9.880074,53.403918,0.0
7737,"Sieversen, Parkplatz Rosengartenstraße",9.832518,53.405616,0.0
7738,"Sieversen, Quellenweg",9.885132,53.406396,0.0
7739,"Sieversen, Rehkuhlenweg",9.878808,53.403037,0.0
7740,"Sievershütten, Abzw. Kisdorferwohld",10.094078,53.840518,0.0
7741,"Sievershütten, Hasenhörn",10.110936,53.844316,0.0
7742,"Sievershütten, Heide",10.101916,53.827157,0.0
7743,"Sievershütten, Mühlenstraße",10.106607,53.841499,0.0
7744,"Sievershütten, Schule",10.118443,53.847221,0.0
7745,Sieversstücken,9.786114,53.580606,0.0
7746,"Siezbüttel, Dorfstraße",9.441221,54.051324,0.0
7747,"Siezbüttel, Kohlenbeker Weg",9.435452,54.052944,0.0
7748,"Siezbüttel, Ochsenweg",9.45868,54.04638,0.0
7749,Silcherstraße,9.902716,53.569,0.0
7750,Siloahweg,9.901276,53.635385,0.0
7751,Silzen,9.635183,54.028668,0.0
7752,Singapurstraße,9.996766,53.543794,0.0
7753,Sinstorfer Kirche,9.973326,53.424247,0.0
7754,Sinstorfer Kirchweg,9.98078,53.424572,0.0
7755,Sinstorfer Kirchweg (Schultwiete),9.979616,53.424339,0.0
7756,"Sirksfelde, Altes Forsthaus",10.513694,53.652297,0.0
7757,"Sirksfelde, Hauptstraße",10.508908,53.665252,0.0
7758,"Sirksfelde, Kalkkuhle",10.473109,53.661322,0.0
7759,"Sirksfelde, Schulstraße",10.509592,53.662817,0.0
7760,Skaldenweg,10.17939,53.63355,0.0
7761,"Soderstorf, Friedhof",10.135548,53.135129,0.0
7762,"Soderstorf, Grundschule",10.14603,53.142712,0.0
7763,"Soderstorf, Hauptstraße",10.146648,53.141223,0.0
7764,"Soderstorf, Moorweg",10.145404,53.140534,0.0
7765,"Söhren, Lindenstraße (SE)",10.425983,53.913046,0.0
7766,"Söhren, Neuengörser Straße",10.427102,53.910616,0.0
7767,"Soltau, Bahnhof",9.832347,52.983149,0.0
7768,Soltau Nord,9.861104,53.00128,0.0
7769,Soltau(Han),9.830816,52.983016,0.0
7770,Soltendieck,10.761428,52.87422,0.0
7771,Soltendieck Siedlung,10.753876,52.874907,0.0
7772,"Sommerland, Brunsholt",9.553403,53.779156,0.0
7773,"Sommerland, Dückermühle",9.534513,53.806277,0.0
7774,"Sommerland, Dükermühle/Spritzenhaus",9.535818,53.805058,0.0
7775,"Sommerland, Feuerwache Siethwende",9.571242,53.788039,0.0
7776,"Sommerland, Grönland",9.583236,53.821369,0.0
7777,"Sommerland, Kamerland",9.547268,53.798466,0.0
7778,"Sommerland, Kamerlander Au",9.562156,53.783644,0.0
7779,Sonnenland,10.134705,53.536777,0.125
7780,Sonnenweg (Mitte),10.123348,53.590313,0.0
7781,"Sophienberg, Abzweigung Hüls",10.433573,54.003914,0.0
7782,"Sophiental, Am Wendfeld",10.808563,53.566995,0.0
7783,"Sophiental, An der Kiesbahn",10.805672,53.561853,0.0
7784,Sophienterrasse,9.993373,53.576673,0.125
7785,Sophie-Schoop-Weg,10.163633,53.489397,0.0
7786,Sorbusallee,10.073249,53.627101,0.0
7787,Sorenkoppel,10.185078,53.591091,0.0
7788,Sorthmannweg,9.956114,53.583446,0.0
7789,"Sottorf, Barkendicke",9.890078,53.417825,0.0
7790,"Sottorf, Brandheide",9.895108,53.417446,0.0
7791,"Sottorf, Rötsol",9.893183,53.421046,0.0
7792,"Sottorf, Rühmte",9.893756,53.417537,0.0
7793,"Sottorf, Spritzenhaus",9.897589,53.421659,0.0
7794,Sottrum,9.249804,53.101278,0.0
7795,Spadenländer Ecke,10.065131,53.491349,0.0
7796,Spadenländer Elbdeich,10.062969,53.477207,0.0
7797,Spaldingstraße,10.013259,53.547753,0.125
7798,Spanische Furt,9.917017,53.625094,0.0
7799,Sparrieshoop,9.685157,53.781323,0.0
7800,"Sparrieshoop, Grundschule",9.688856,53.793207,0.0
7801,"Sparrieshoop, Kirche",9.683133,53.78465,0.0
7802,Speckenweg,10.261049,53.472449,0.0
7803,Speckenwegbrücke,10.258878,53.467817,0.0
7804,Specksaalredder,10.103599,53.701654,0.0
7805,Speersort,9.996629,53.549528,0.0
7806,Sperlingsweg,9.974971,53.645553,0.0
7807,Sperrwerk Estemündung,9.793725,53.533967,0.0
7808,Sperrwerk Neuenfelde,9.790574,53.536094,0.0
7809,Spieringstraße,10.226687,53.484713,0.125
7810,Spitzbergenweg,10.166044,53.629278,0.0
7811,Spliedtring,10.108665,53.562514,0.0
7812,Spreenende,9.973504,53.612733,0.0
7813,"Sprenge, Mittelweg",10.389822,53.691476,0.0
7814,"Sprenge, Raumredder",10.391793,53.692954,0.0
7815,"Sprenge, Zum Buchenwald",10.370799,53.691228,0.0
7816,Spritzenhaus,10.187878,53.43723,0.0
7817,Sprötze,9.812206,53.309448,0.0
7818,"Sprötze, Bürgermeister-Kröger-Straße",9.822319,53.30955,0.0
7819,"Sprötze, B3",9.802706,53.309288,0.0
7820,"Sprötze, Kakenstorfer Straße",9.801298,53.309414,0.0
7821,"Sprötze, Ortsmitte",9.80352,53.309525,0.0
7822,"Sprötze, Sanderfeld",9.815048,53.309797,0.0
7823,"Sprötze, Schule",9.812565,53.308601,0.0
7824,"St. Dionys, Gotenweg",10.397759,53.335427,0.0
7825,"St. Margarethen, Bahnhofstraße 21",9.254033,53.894378,0.0
7826,"St. Margarethen, Heideducht 28",9.261811,53.880633,0.0
7827,"St. Margarethen, Heideducht 32",9.267453,53.878347,0.0
7828,"St. Margarethen, Holstendamm (Ost)",9.260247,53.910178,0.0
7829,"St. Margarethen, Kirchducht 23",9.244286,53.894866,0.0
7830,"St. Margarethen, Osterbünge Nord",9.292862,53.893562,0.0
7831,"St. Margarethen, Osterbünge-Mitte",9.2771,53.893006,0.0
7832,"St. Margarethen, Poststraße",9.255121,53.890611,0.0
7833,"St. Margarethen, Schule",9.256724,53.891596,0.0
7834,"St. Margarethen, Stuven 13",9.257388,53.908054,0.0
7835,"St. Margarethen, Stuven 6",9.253514,53.904047,0.0
7836,St. Pauli Hafenstraße,9.964905,53.546446,0.0
7837,Stade,9.477129,53.596169,0.0
7838,"Stade, Airbus (Eingang)",9.507627,53.573442,0.0
7839,"Stade, Airbus/CFK Nord",9.50763,53.573721,0.0
7840,"Stade, Airbus-Straße",9.506218,53.573008,0.0
7841,"Stade, Altländer Straße",9.489858,53.602017,0.0
7842,"Stade, Am Exerzierplatz",9.475884,53.588533,0.0
7843,"Stade, Am Hinterdeich",9.484417,53.601797,0.0
7844,"Stade, Am Hohen Felde",9.447919,53.600187,0.0
7845,"Stade, Am Mühlenkamp",9.45364,53.58286,0.0
7846,"Stade, Am Schießstand",9.483496,53.585933,0.0
7847,"Stade, Athenaeum",9.472839,53.590369,0.0
7848,"Stade, Barger Weg",9.458159,53.586087,0.0
7849,"Stade, Beethovenstraße",9.446843,53.602653,0.0
7850,"Stade, Bergstraße",9.457455,53.603332,0.0
7851,"Stade, Berliner Platz",9.479094,53.593282,0.0
7852,"Stade, Berufssch./Vincent-Lübeck-Gymn.",9.467051,53.606439,0.0
7853,"Stade, Bildungscampus Riensförde",9.472989,53.567331,0.0
7854,"Stade, Bockhorster Weg (Schule)",9.449056,53.609087,0.0
7855,"Stade, Brauerstraße",9.472858,53.589354,0.0
7856,"Stade, Breite-Blöcken-Ring",9.45001,53.605031,0.0
7857,"Stade, Bremervörder Straße",9.439495,53.596256,0.0
7858,"Stade, Bronzeschmiede",9.472223,53.582573,0.0
7859,"Stade, Carl-von-Ossietzky-Weg",9.492592,53.570926,0.0
7860,"Stade, Cheruskerweg",9.483171,53.583993,0.0
7861,"Stade, Claus-von-Stauffenberg-Weg",9.501646,53.573225,0.0
7862,"Stade, Frankenweg",9.480807,53.587229,0.0
7863,"Stade, Fredenbecker Weg",9.469976,53.575977,0.0
7864,"Stade, Freiburger Straße",9.475218,53.609875,0.0
7865,"Stade, Friedrich-Fröbel-Schule",9.476404,53.590445,0.0
7866,"Stade, Goebenstraße",9.459227,53.587134,0.0
7867,"Stade, Gottlieb-Daimler-Straße",9.496083,53.578972,0.0
7868,"Stade, Graf-Heinrich-Straße",9.476821,53.584549,0.0
7869,"Stade, Grünendeicher Straße",9.488557,53.600576,0.0
